keyID,avg_mark
60416,4.240963855
60417,3.333333333
60418,3.1
60419,3.724137931
60516,4.315068493
60517,3.3
60518,3.864864865
60519,4.333333333
60616,4.9
60617,4.935483871
60618,3.351351351
60619,3.125
60716,3.72
60717,4.923076923
60718,4.392156863
60719,4.037037037
60816,3.928571429
60817,4.071428571
60818,4.682926829
60819,3.8
60916,3.888888889
70016,3.764705882
70017,4.159090909
70018,3.948717949
70019,3.588235294
70116,4.192771084
70117,3.88
70118,4.224489796
70119,3.578947368
70216,3.371428571
70217,4.136363636
70219,5
70316,3.538461538
70317,3.970149254
70318,3.266666667
70319,4
70416,4
70417,3.305555556
70418,3.3
70516,4.383561644
70517,4.797101449
70518,3.959183673
70519,3.866666667
70616,4.065217391
70617,3.9
70618,3.886363636
70619,3.55
70716,4.328767123
70717,4.166666667
70718,3.823529412
70816,3.850746269
70817,4.5
70818,4.390243902
70819,4.041666667
70916,4.3
71015,3.493333333
80016,4.395061728
80017,4.444444444
80018,4.051282051
80116,3.384615385
80117,4.848484848
80118,3.673469388
80119,3.681818182
80216,4.913043478
80217,4.53968254
80218,2.4
80219,3.576923077
80316,3.357142857
80317,3.076923077
80318,3.875
80319,3.153846154
80416,4.782051282
80417,3.166666667
80418,3.538461538
80419,3.793103448
80516,3.5
80517,3.979591837
80518,3.542857143
80519,3.620689655
80617,3.777777778
80618,3.441860465
80619,4.2
80716,4.452054795
80717,3.830769231
80718,4.764705882
80719,4.074074074
80816,3.666666667
80817,4
80818,4.682926829
80819,4.454545455
80916,4
90016,4.869047619
90017,3.772727273
90018,3.923076923
90019,3.4
90116,3.458333333
90117,4
90118,4.551020408
90119,3.565217391
90216,3.455696203
90217,4.063492063
90218,4
90219,3.764705882
90316,3.829268293
90317,4.042857143
90318,3.638888889
90319,3.181818182
90416,4.173333333
90417,4.867647059
90419,3.620689655
90516,4.178571429
90517,4.47826087
90518,4.530612245
90519,4.076923077
90616,4.661764706
90617,3.901639344
90618,3.368421053
90619,3.3
90716,4.808219178
90717,3.055555556
90718,4.549019608
90719,4.185185185
90816,4.465116279
90818,3.25
90819,3
90916,3.666666667
100016,4.416666667
100018,4.230769231
100019,4.1
100116,3.75
100117,3.787878788
100118,3.541666667
100119,3.35
100216,3.145454545
100217,4.650793651
100316,3.305555556
100317,3
100318,3.708333333
100319,3.928571429
100416,4.488095238
100417,4.285714286
100418,3.176470588
100419,3.482758621
100516,4.710843373
100517,4.304347826
100518,4.673469388
100519,4.157894737
100616,3.871428571
100617,4.852459016
100618,4.431818182
100716,4.397260274
100717,4.753846154
100718,4.725490196
100719,4.1875
100816,3.888888889
100817,3.666666667
100818,4.341463415
100819,4
100916,3.2
110016,4.792682927
110017,3.814814815
110018,3.615384615
110019,3.722222222
110116,3.48
110117,4.257575758
110118,4.448979592
110119,2.833333333
110216,3.714285714
110217,4.857142857
110218,4.25
110219,3.3125
110316,4.416666667
110317,3.769230769
110318,3.4375
110319,3.458333333
110416,3.714285714
110417,4.378787879
110418,4.083333333
110419,3.793103448
110516,3.431372549
110517,4.275362319
110519,3.884615385
110616,4.414285714
110617,3.901960784
110618,4.522727273
110619,4.16
110716,4.547945205
110717,4.692307692
110718,4.607843137
110719,3.9375
110816,4.36
110817,4.392857143
110818,4.146341463
110819,4.12
110916,3.5
120016,4.845238095
120017,4.407407407
120018,3.903225806
120019,4.333333333
120116,3.708333333
120117,4.151515152
120118,3.4
120119,3.25
120216,3.142857143
120217,4.587301587
120219,3.846153846
120316,4.702380952
120317,4.439393939
120318,4.145833333
120319,3.235294118
120416,3.366666667
120417,4
120418,3.770833333
120419,3.555555556
120516,4.927710843
120517,4.724637681
120518,4.020408163
120519,4.233333333
120616,4.357142857
120617,3.095238095
120618,4
120716,4.97260274
120717,3.647058824
120718,4.862745098
120719,4.40625
120816,3.529411765
120817,2.5
120818,4.487804878
120916,3.923076923
130016,4.051282051
130018,4.25
130019,4
130116,3.817073171
130117,4.393939394
130118,3.625
130119,3.75
130216,4.222222222
130217,4.968253968
130218,4.954545455
130219,4.384615385
130316,3.2
130317,3.142857143
130318,3.75
130319,3.964285714
130416,3.4
130417,4.338235294
130418,4.25
130516,4.092105263
130517,2.722222222
130518,3.770833333
130519,3.724137931
130616,3.819444444
130617,4.737704918
130618,4.431818182
130619,3.130434783
130716,4.432432432
130717,4.694444444
130718,3.157894737
130719,4.0625
130817,3.890909091
130818,4.707317073
130819,4.545454545
130916,3.4
140016,4.506849315
140017,3.538461538
140116,3.465753425
140117,4.393939394
140118,3.666666667
140119,4
140216,4.072463768
140217,4.047619048
140218,3.418604651
140219,4.384615385
140316,4.813333333
140317,3.5
140318,3.8125
140319,3.666666667
140416,3.857142857
140417,4.764705882
140418,3.916666667
140419,3.785714286
140516,4.329268293
140517,2.4
140518,4.551020408
140519,3.384615385
140616,4
140617,4.93442623
140618,2.928571429
140619,4.76
140716,3
140717,4.80952381
140718,4.549019608
140719,4.46875
140816,4.057142857
140817,4.125
140818,3.538461538
140819,3.142857143
140916,4.507462687
150016,3.52173913
150019,3.722222222
150116,3.808219178
150117,4.045454545
150118,3.625
150119,4.173913043
150216,3.805194805
150217,3.875
150218,4.068181818
150219,4.115384615
150316,3.866666667
150317,4.417910448
150318,3.441176471
150319,3.647058824
150416,3.888888889
150417,4.411764706
150418,3.5
150419,3.586206897
150516,3.285714286
150517,4
150518,4.081632653
150519,3.888888889
150616,4.176470588
150617,4.606557377
150618,3.3125
150619,3.578947368
150716,3.513888889
150717,4.414634146
150718,4.975
150719,4.5
150816,3.484848485
150817,3.951219512
150818,4.585365854
150819,3.923076923
150916,3.571428571
160017,3.907407407
160018,3.888888889
160019,4.222222222
160116,4.963855422
160117,2
160118,3.693877551
160119,4.434782609
160216,2.428571429
160217,4.206349206
160218,3.642857143
160219,4.08
160316,4.290697674
160317,3.897058824
160318,3.272727273
160319,4.035714286
160416,4.5
160417,3.537313433
160418,3.770833333
160419,3.363636364
160516,4.635294118
160517,3.5
160518,4.795918367
160519,3.428571429
160616,4.582278481
160617,4.901639344
160618,4.5
160619,4.086956522
160716,4.8
160717,4.529411765
160718,4.32
160719,4.21875
160816,4.52173913
160817,4.642857143
160819,3
160916,3.214285714
170016,3
170017,3.846153846
170019,3.75
170116,4.731707317
170117,3.64516129
170118,4.081632653
170119,4.434782609
170216,2.857142857
170217,3.919354839
170218,4.659090909
170219,3.807692308
170315,3.810344828
170316,4.523809524
170317,3.642857143
170318,3.913043478
170319,3.375
170416,3.743243243
170417,4.926470588
170418,3.391304348
170419,4.137931034
170516,2
170517,3.971014493
170519,3.633333333
170616,4.214285714
170617,4.836065574
170618,3.452380952
170619,4.4
170716,4.416666667
170717,3.444444444
170718,3.458333333
170719,2.9
170816,3.5
170818,4.5
170819,4.125
180016,2.875
180017,3.689655172
180019,4
180116,3.444444444
180117,3.863636364
180118,4.653061224
180119,4.130434783
180216,4.6875
180217,3.873015873
180218,3.953488372
180219,3.884615385
180316,3
180317,4.492537313
180318,3.941176471
180319,3.785714286
180416,4.43373494
180417,4.823529412
180418,3.9375
180419,3.75
180516,4.712328767
180517,4.275362319
180518,4.367346939
180519,4.066666667
180616,3.478873239
180617,4.540983607
180618,3.636363636
180619,3.2
180716,4.575342466
180717,3.392156863
180718,4.156862745
180719,4.21875
180816,4.260869565
180817,3.857142857
180818,4.925
180819,3.791666667
180916,3.142857143
190016,3.575757576
190017,3.823529412
190018,3.931034483
190019,4.333333333
190116,3.879518072
190117,3.863636364
190118,2
190119,4.217391304
190216,4.117647059
190217,4.73015873
190218,3.795454545
190219,4.461538462
190316,4.493333333
190317,3.711538462
190318,3.422222222
190319,4.071428571
190416,4.226190476
190417,4.882352941
190418,3.854166667
190419,4.034482759
190516,4.392857143
190517,4.014492754
190518,3.918367347
190519,4.333333333
190616,4.873417722
190617,4.426229508
190618,4.295454545
190619,4.72
190716,4.824324324
190717,4.014084507
190718,4.333333333
190719,3.8125
190816,4.771428571
190817,4.375
190818,4.268292683
190819,4.56
190916,4.53030303
200016,2.571428571
200017,3.833333333
200018,3.285714286
200116,3.933333333
200117,4
200118,4
200119,3.142857143
200216,3.68115942
200217,4.5
200218,4.590909091
200219,3.36
200316,4.273809524
200317,5
200318,3.766666667
200319,3.428571429
200416,4.094594595
200417,4.720588235
200418,3.854166667
200419,3.44
200516,3.465116279
200517,4.402985075
200518,4.043478261
200519,4.466666667
200616,3.930555556
200617,4.770491803
200618,3.659090909
200619,4.6
200716,3.925925926
200718,4.098039216
200719,4.46875
200816,3.448275862
200817,4.414634146
200818,4
200819,4.76
210016,5
210017,3.833333333
210018,4.057142857
210019,3.666666667
210116,3.807692308
210117,2.9
210118,4.040816327
210119,3.782608696
210216,2.571428571
210217,5
210218,4.045454545
210219,3.285714286
210316,4.292682927
210317,3.95
210318,4.395833333
210416,4.675
210417,4.268656716
210418,4.083333333
210419,3.793103448
210516,3.975308642
210517,3.865671642
210518,3.166666667
210519,4.733333333
210616,3
210617,4.37704918
210618,4.318181818
210619,4.16
210716,4.479452055
210717,4.436619718
210718,3.904761905
210719,2
210816,4.457142857
210817,4.089285714
210818,3.8
210819,4.2
210916,3.846153846
220016,3.333333333
220017,3.580645161
220018,4.272727273
220019,3.777777778
220116,4.43373494
220117,3.696969697
220118,3.770833333
220119,3.882352941
220216,3.75
220217,3.841269841
220218,4.863636364
220219,4.038461538
220316,4.327586207
220317,5
220318,4.8125
220319,3.714285714
220416,4.416666667
220417,3.632352941
220418,4.729166667
220419,3.857142857
220516,3.375
220517,5
220518,4.795918367
220519,4.033333333
220616,3.526315789
220617,3.606557377
220618,4.886363636
220619,4.64
220716,4.917808219
220717,4.535211268
220718,4.857142857
220719,3.75
220816,3.895522388
220817,4.607142857
220818,4.5
220819,4.12
220916,3.625
230016,4.565217391
230018,3.736842105
230019,4.3
230116,3.756097561
230117,4.303030303
230118,3.6
230119,3.5
230216,3.636363636
230217,3.936507937
230218,3.526315789
230219,4.846153846
230316,4.689189189
230317,4.117647059
230318,4.666666667
230319,3.555555556
230416,3.6
230417,2.954545455
230418,4.354166667
230419,4.137931034
230516,2
230517,4.119402985
230518,4.204081633
230519,3.684210526
230616,3.272727273
230617,3.5
230618,4.837209302
230619,5
230716,3.98630137
230717,3.357142857
230718,4.019607843
230719,4.46875
230816,3.623188406
230817,3.928571429
230818,4.097560976
230819,4.363636364
240016,4.926829268
240017,3.76744186
240019,3.75
240116,3.125
240118,4.3
240119,3.647058824
240216,4.558441558
240217,3.6
240218,4.681818182
240219,3.75
240316,3.528301887
240317,3.9
240318,4.729166667
240319,3.259259259
240416,4.4125
240417,4.272727273
240418,4.479166667
240419,4.655172414
240516,4.86746988
240517,3.233333333
240518,4.354166667
240519,4.533333333
240616,2.875
240617,3.230769231
240618,5
240619,4.76
240716,4.297297297
240717,4.478873239
240718,2
240719,4.5
240816,3.583333333
240817,3.625
240818,3.25
240819,4.25
240916,3.955223881
250016,4.835616438
250017,4.25
250018,3.125
250019,3.705882353
250116,4.682926829
250117,3.516129032
250118,3.317073171
250119,4.565217391
250216,4.415584416
250217,4.666666667
250218,4.022727273
250219,3.916666667
250316,4.65060241
250317,4.242857143
250318,2.904761905
250416,4.037037037
250417,4.059701493
250418,4.5625
250419,4.379310345
250516,3.988095238
250517,3.818181818
250518,4.714285714
250519,4.333333333
250616,4.442857143
250617,3.918032787
250618,4.5
250619,3.6
250716,4.301369863
250717,4
250718,4.294117647
250719,4.21875
250816,4.333333333
250818,4.414634146
250819,4.318181818
250916,4.5
260016,4.75
260017,4.333333333
260116,3.597222222
260117,4.439393939
260118,3.304347826
260119,3.684210526
260216,2
260217,4.634920635
260218,4.545454545
260219,4
260316,3.719512195
260317,3.285714286
260318,3.62962963
260319,3.481481481
260416,4.6375
260417,3.984848485
260418,3.857142857
260419,3.931034483
260516,3.416666667
260517,4.611940299
260518,4.183673469
260519,4.4
260616,4.014705882
260617,3.803278689
260618,4.954545455
260619,3.625
260716,4.589041096
260717,5
260718,4.098039216
260719,3.84375
260816,2.5
260817,2
260818,4.243902439
260819,4.318181818
260916,4.015151515
270016,3.769230769
270017,3.285714286
270018,3.606060606
270019,3.8125
270116,3.608108108
270117,4.272727273
270118,3.647058824
270119,3.434782609
270216,4.2625
270218,3.714285714
270219,3.884615385
270316,3.864864865
270317,4.317460317
270318,4.063829787
270319,3.857142857
270416,3.236111111
270417,4.573529412
270418,3.8125
270419,3.333333333
270516,3.602739726
270517,4.926470588
270518,4.530612245
270519,3.631578947
270616,3.25
270617,3.9375
270618,4.795454545
270619,4.64
270716,3.28
270717,4.901408451
270718,4.529411765
270719,4.4375
270817,3
270818,3.571428571
270819,3.6
280016,3.951807229
280017,3.307692308
280019,4.523809524
280116,3.5
280117,3.507692308
280118,3.142857143
280119,4.434782609
280216,3.797101449
280217,3.75
280218,3.130434783
280219,4.115384615
280316,3.789473684
280317,3.835820896
280318,4.404255319
280319,3.230769231
280416,3.397590361
280417,3.925373134
280418,4.354166667
280419,3.827586207
280516,3.1875
280517,4.291666667
280518,4.12244898
280519,3.551724138
280616,2.857142857
280617,3.836065574
280618,4.675675676
280619,4.32
280716,4.739726027
280717,3.830985915
280718,3.745098039
280719,2.793103448
280816,4.075
280817,3.740740741
280818,4.108108108
280819,3
280916,3.625
290016,4.536585366
290017,3.8
290018,3.641025641
290019,5
290117,3.538461538
290118,3.953488372
290119,4.913043478
290216,2
290217,4
290218,4.340909091
290219,4.307692308
290316,4.773809524
290317,4.428571429
290319,3.37037037
290416,4.333333333
290417,3.852941176
290418,4.1875
290419,3.896551724
290516,3.849315068
290517,4.701492537
290518,3.971428571
290519,4
290616,3.338235294
290617,4.442622951
290618,4.363636364
290619,4.8
290716,4.097560976
290717,3.887323944
290718,3.901960784
290719,3.333333333
290816,3.358208955
290817,3.612903226
290818,4.705882353
300016,3.192307692
300017,3.615384615
300019,3
300116,4.280487805
300117,3.954545455
300118,3.711111111
300119,4.347826087
300216,4.652173913
300217,4.317460317
300218,4.454545455
300219,4.615384615
300317,4.396825397
300318,3.222222222
300319,3.285714286
300416,3.416666667
300417,3.701492537
300418,4.708333333
300419,4.068965517
300516,3.25974026
300517,4.308823529
300518,3.87755102
300519,4.066666667
300616,3.944444444
300617,4.081967213
300618,4.886363636
300619,4.6
300716,3.263888889
300717,3.676923077
300718,4.980392157
300719,3.428571429
300816,4.507246377
300817,3.5
300818,4.875
300819,4.291666667
310016,4.372093023
310017,4.592592593
310018,4
310116,3.304347826
310117,4.28125
310118,4.693877551
310119,4.434782609
310216,4.220779221
310217,4.015873016
310218,4.340909091
310219,4.692307692
310316,3.75
310317,4.80952381
310318,4.127659574
310319,3.388888889
310416,3.62962963
310417,3.544117647
310418,4.468085106
310419,3.827586207
310516,3.428571429
310517,4.720588235
310518,4.291666667
310519,4.6
310616,4.614285714
310617,3.735849057
310618,4.431818182
310619,4.88
310716,3.675675676
310717,3.714285714
310718,4.31372549
310719,3.888888889
310817,3.9
310819,2.571428571
320016,4.835616438
320017,3.529411765
320018,3.8
320019,3.9
320116,3.775
320117,3.636363636
320118,3.034482759
320119,4.173913043
320216,4.642857143
320217,4.650793651
320218,4.733333333
320219,4.307692308
320316,3.573333333
320317,4.238095238
320318,3.604166667
320319,3.962962963
320416,4.356164384
320417,3.641791045
320418,4.104166667
320419,3.409090909
320516,4.831325301
320517,4.426470588
320518,4
320519,4.7
320616,3.722222222
320617,4.212121212
320618,4.090909091
320619,3.72
320716,4.209876543
320717,4.323943662
320718,4.352941176
320719,4.296296296
320816,4.327586207
320817,2
320819,4.88
320916,4.285714286
330016,3.347222222
330017,4.444444444
330116,3.890410959
330117,4.636363636
330118,3.525
330216,4.025
330217,4.698412698
330218,4.045454545
330219,3.523809524
330316,4.619047619
330317,4.111111111
330318,3.833333333
330319,3.851851852
330416,3.7625
330417,4.4375
330418,4.395833333
330419,3.862068966
330516,3.753246753
330517,4.298507463
330518,4.979591837
330519,3.647058824
330616,2.428571429
330617,4.180327869
330618,4.659090909
330619,4.84
330716,4.472972973
330717,4.85915493
330718,3.775
330719,4.296296296
330816,4.044776119
330817,3.666666667
330818,4.466666667
330916,2
340016,3.294117647
340019,4.05
340116,4.109756098
340117,4
340118,4.816326531
340119,4.173913043
340216,4.338235294
340217,4.095238095
340218,3.605263158
340219,4.923076923
340316,4.144736842
340317,3.235294118
340318,2
340319,3.4
340416,4.746666667
340417,4.632352941
340418,4
340419,3.482758621
340516,4.220930233
340517,5
340518,4.530612245
340519,4.5
340616,3.514285714
340617,3.639344262
340618,3.4
340716,3.891891892
340717,4.577464789
340718,4.568627451
340719,4.592592593
340816,3.671641791
340817,4.767857143
340818,4.157894737
340819,4.24
340916,3.944444444
350016,2.8
350017,3.411764706
350019,3.117647059
350116,4.853658537
350117,3.035714286
350118,4.70212766
350119,3.52173913
350216,3.823529412
350217,4.793650794
350218,4.113636364
350219,4
350316,4.380952381
350317,4.634920635
350318,3.074074074
350319,3.75
350416,4.567567568
350417,3.784615385
350418,4.454545455
350419,4.448275862
350516,4
350517,4.940298507
350518,4.244897959
350519,3.444444444
350616,4.392405063
350617,4.161290323
350618,4.75
350619,4.88
350716,4.02739726
350717,4.458333333
350718,3.784313725
350719,4.777777778
350816,3.837209302
350817,3.916666667
350818,4
350819,4.44
350916,3.818181818
360016,4.125
360017,3.72
360019,3.888888889
360116,3.8
360117,4.772727273
360118,3.555555556
360119,3.25
360216,3.769230769
360217,4.841269841
360218,4.659090909
360219,4.461538462
360316,4.654761905
360317,3.984126984
360318,3.833333333
360319,3.666666667
360416,4.111111111
360417,3.375
360418,3.5
360419,3.827586207
360516,4.273809524
360517,4.746268657
360518,4.836734694
360519,3.52
360616,4.676470588
360617,4.548387097
360618,4.125
360716,4.189189189
360717,4.485714286
360718,4.960784314
360719,3.777777778
360816,4
360817,3.276923077
360818,4.243902439
360819,4.6
370016,4.821428571
370017,3.473684211
370018,4
370019,4.428571429
370116,4.301204819
370118,3.333333333
370119,3.625
370216,4.428571429
370217,4.095238095
370218,4.545454545
370219,4.346153846
370316,4.298507463
370317,3.951612903
370318,4.270833333
370319,3.571428571
370416,4.292682927
370417,3
370418,4.833333333
370419,3.724137931
370516,4.411764706
370517,4.507462687
370518,3.238095238
370519,4.733333333
370616,4.6
370617,3.596774194
370618,4.931818182
370619,4.2
370716,4.98630137
370717,3.137931034
370718,2.947368421
370719,4.333333333
370816,3.865671642
370817,4.296296296
370818,4.055555556
370819,3.96
370916,4.230769231
380016,3.416666667
380019,3.823529412
380116,3.666666667
380117,4
380118,3.933333333
380119,3.47826087
380216,4.679487179
380217,3.904761905
380218,4
380219,4.423076923
380316,3.397260274
380317,3.791666667
380318,3.468085106
380319,3.821428571
380416,3.816901408
380417,3.5
380418,4.145833333
380419,4.379310345
380516,4.234567901
380517,3.928571429
380518,3.466666667
380519,3.739130435
380616,4.279411765
380617,4.677419355
380618,4.882352941
380619,4.4
380716,4.630136986
380717,4.039215686
380718,3.803921569
380719,4.518518519
380816,3.55
380817,3.927272727
380819,4.48
380916,3.871794872
390016,4.119047619
390017,3.833333333
390018,3.787878788
390019,3.142857143
390116,3.238095238
390117,3.651515152
390119,4.826086957
390216,4.739130435
390217,4.222222222
390218,4.363636364
390219,4
390316,4.28
390317,3.25
390318,3.583333333
390319,4.142857143
390416,4.904761905
390417,3.428571429
390418,4.270833333
390419,4.206896552
390516,4.08
390517,4
390518,3.857142857
390519,4.333333333
390616,4.685714286
390617,4.112903226
390618,3.659090909
390619,4.88
390716,4.547945205
390717,4.285714286
390718,3.333333333
390719,2
390816,3.857142857
390818,3.285714286
390819,4.458333333
390916,4.527777778
400016,3.222222222
400017,3.833333333
400018,4.45
400116,3.75
400117,4.424242424
400118,3.377777778
400216,4.652173913
400217,3.53968254
400218,3.68
400219,4.269230769
400316,4.081081081
400317,4.544117647
400319,3
400416,4.049382716
400417,4.617647059
400418,3.904761905
400419,3.2
400516,3.951219512
400517,3.476190476
400518,4.473684211
400519,4.833333333
400616,3.771428571
400617,4.532258065
400618,4.588235294
400619,5
400716,3.767123288
400717,4.577464789
400718,3.711111111
400719,4
400816,3.692307692
400817,3
400818,4.219512195
400916,3.828571429
410016,4.821428571
410017,4.703703704
410019,3.823529412
410116,3.707317073
410117,4.227272727
410118,4.673469388
410119,3.777777778
410216,4.435897436
410217,4.587301587
410218,4.704545455
410219,4.307692308
410316,4.048192771
410317,3.5
410318,3.076923077
410319,3.333333333
410416,4.182926829
410417,4.705882353
410418,4.75
410419,4.655172414
410516,3.714285714
410517,4.567164179
410518,3.888888889
410519,4.033333333
410616,4.894736842
410617,4.048387097
410618,4.545454545
410619,3.944444444
410716,4.301369863
410717,3.971830986
410718,4.466666667
410719,4.40625
410816,4.307692308
410817,3.767857143
410818,2
410819,4.92
410916,4.298507463
420016,4.797619048
420017,3.333333333
420018,4.064516129
420019,4.4
420116,4.037974684
420117,4.46969697
420118,3.734693878
420119,4.52173913
420216,3.484848485
420217,3.588235294
420218,4.465116279
420219,4.346153846
420316,3.493506494
420317,4.397058824
420318,3.5
420319,3.555555556
420416,4.653846154
420417,4.632352941
420418,3.523809524
420419,4.103448276
420517,4.121212121
420518,4.387755102
420519,4.4
420616,4.029411765
420618,3.977272727
420619,3.76
420716,4.849315068
420717,4.138461538
420718,4.511111111
420719,3.25
420816,3.875
420817,4.055555556
420818,3.666666667
420819,3.916666667
420916,3.6
430016,3
430017,4.093023256
430116,4.821917808
430117,3.953846154
430118,3.25
430119,3.391304348
430216,3.823529412
430217,4.603174603
430218,4.522727273
430219,4.08
430316,3.662162162
430317,4.714285714
430318,3.125
430319,3.592592593
430416,3.493670886
430417,3.940298507
430418,4.354166667
430419,4.379310345
430516,2.857142857
430517,3.545454545
430518,4.448979592
430519,4.8
430616,4.830985915
430617,3.55
430618,3.975
430619,3.88
430716,4.068493151
430717,4.815384615
430718,4.177777778
430719,4.8125
430816,4.183098592
430817,4.557142857
440016,3.266666667
440017,3.674418605
440116,4.027027027
440117,3.893939394
440118,3.847826087
440119,3.277777778
440216,3.95890411
440217,4.206349206
440218,4.36
440219,4.576923077
440316,3.763636364
440317,3.720588235
440318,3.675675676
440319,3.5
440416,3.852941176
440417,3.955223881
440418,4.520833333
440419,3.655172414
440516,3.421052632
440517,4.671641791
440518,3.129032258
440519,3.84
440616,4.628571429
440617,4.387096774
440618,3.125
440619,5
440716,4.356164384
440717,4.815384615
440718,3.511111111
440719,3.625
440816,3.75
440817,3.5
440819,4.409090909
450016,3.514705882
450017,4.2
450018,3.870967742
450019,3.6
450116,3.925925926
450117,3.322033898
450118,4.111111111
450119,3.608695652
450216,3.948051948
450217,4.396825397
450218,3.375
450219,3.92
450316,3.986486486
450317,3.764705882
450318,3.956521739
450319,2
450416,4.768292683
450417,4.985294118
450418,4.666666667
450419,4.035714286
450516,3.694117647
450517,4.52238806
450518,4.551020408
450519,4.366666667
450616,3.235294118
450617,3.538461538
450618,3.2
450619,3.25
450716,4.445945946
450717,4.969230769
450718,4.155555556
450719,4.5
450816,4.671428571
450817,4.461538462
450818,4.384615385
450916,4.636363636
460016,3.527027027
460017,3.576923077
460019,3.4
460116,3.975609756
460117,4.045454545
460118,3.9
460119,3.736842105
460216,4.457142857
460217,4.095238095
460218,4.136363636
460219,4.576923077
460316,4.875
460317,4.75
460318,3.5
460319,3.76
460416,3.125
460417,3.686567164
460418,4.604166667
460419,4.724137931
460516,3.571428571
460517,4.838235294
460518,4.408163265
460519,5
460616,4.960526316
460617,3
460619,4.72
460716,4.808219178
460717,4.415384615
460718,4.060606061
460719,4.65625
460816,3.217391304
460817,3.428571429
460819,3.166666667
460916,3.333333333
470016,3.815384615
470017,5
470019,3.666666667
470116,4.202702703
470117,3.485714286
470118,3.411764706
470119,4.347826087
470216,4.155844156
470217,3.422222222
470218,3.857142857
470219,3.333333333
470316,4.128571429
470317,3.222222222
470318,3.555555556
470319,3.125
470416,3.333333333
470417,3.526315789
470418,3.428571429
470419,3.363636364
470516,3.8625
470517,4.701492537
470518,4.12244898
470519,4.433333333
470616,3.957142857
470617,4.564516129
470619,3.333333333
470716,3.520547945
470717,3.774647887
470718,3.263157895
470719,3.233333333
470816,4
470817,4.37254902
470818,4.585365854
470819,3.5
470916,2
480016,3.277777778
480018,4
480116,4.125
480117,4.333333333
480118,4.551020408
480119,4.434782609
480216,2.5
480217,4.666666667
480218,3.813953488
480219,3.5
480316,4.328767123
480317,3.632352941
480318,3.760869565
480319,3.375
480416,4.5
480417,4.808823529
480418,4.791666667
480419,4.379310345
480516,4.452380952
480517,4.447761194
480518,4.306122449
480519,3.653846154
480616,4.592105263
480617,4.411764706
480619,4.181818182
480716,3.910714286
480717,4.845070423
480718,4
